,class_name,text,aviation,cybersecurity,domestic_unrest_violence,extreme_weather,forced_labor,general_biz_trend,individual_accidents_tragedies,later_report,lawsuit_legal_insurance,leisure_other_news,maritime,pandemics_large_scale_diseases,railway,strike,trade_war_embargos_bans,transportation_trends_projects,war_conflict,warehouse_fire,class_index,label
355,domestic_unrest_violence,"Moscow, Russia, experienced a wave of dissent as opposition leaders mobilized against perceived electoral irregularities. The Kremlin's response to the protests raised concerns about the state of democracy in the country and the potential for a broader crackdown on political opposition.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
356,railway,"A commuter train derailed in the heart of Rome, Italy, causing a chaotic scene near the historic Colosseum. Preliminary reports suggest a track misalignment, and rescue teams are working to extricate passengers from the overturned carriages.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
357,forced_labor,"Chicago, USA, witnesses a groundbreaking investigation into a tech start-up accused of utilizing forced labor in its manufacturing processes. The revelation prompts discussions on the ethical responsibilities of emerging companies in the technology sector.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
358,railway,"A high-speed train in Seoul, South Korea, experienced a brake system failure, leading to a rapid deceleration that resulted in injuries to passengers. The incident has prompted authorities to conduct a thorough inspection of the city's entire high-speed rail network.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
359,transportation_trends_projects,"As part of a forward-thinking initiative in Barcelona, a network of elevated bike lanes is under construction. This project aims to provide cyclists with dedicated routes above the city streets, ensuring a safer and more scenic commute.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
360,general_biz_trend,"Nigeria faces a social crisis as ethnic and religious tensions escalate, according to a recent political report. The study emphasizes the importance of inclusive governance and dialogue to prevent further polarization and promote national unity in the face of growing social divisions.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
361,transportation_trends_projects,The coastal town of Riviera Bay is gearing up for the launch of an electric water taxi service. This initiative is expected to enhance connectivity between waterfront neighborhoods and reduce road traffic.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
362,warehouse_fire,"A chemical leak at a storage depot in Sao Paulo, Brazil, prompted evacuations and raised concerns about the impact on the city's water supply. Emergency response teams are working to contain the spill.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
363,pandemics_large_scale_diseases,"Toronto faces a transportation nightmare as a rapidly spreading virus hits its subway and bus networks. The CN Tower stands against a backdrop of empty streets, and the city's diverse neighborhoods echo with an unsettling quietness.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
364,extreme_weather,"A swarm of bees descends on the town of Buzzville, prompting authorities to issue safety advisories and close public spaces. Beekeepers work to relocate the swarm while residents take precautions to avoid bee stings.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
365,extreme_weather,"A series of lightning strikes sparks wildfires in the dry grasslands of Sparksville. Firefighters are working tirelessly to contain the flames, but the rapidly spreading fire poses a significant challenge.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
366,war_conflict,Unconfirmed reports from the border region of Eldoria suggest the use of advanced drone technology in a recent attack. The introduction of cutting-edge weaponry raises concerns about the evolving nature of warfare in the troubled region.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
367,individual_accidents_tragedies,"The normally bustling town of Crestwood came to a standstill when a pedestrian, Anika Patel, was struck by a speeding vehicle while crossing Main Street. The incident has sparked discussions about the need for enhanced pedestrian safety measures in the area.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
368,cybersecurity,"The control systems of a major logistics hub in Mexico City, Mexico, were compromised in a cyber attack, disrupting the distribution of goods across the country. Mexican authorities are collaborating with international partners to investigate the incident and enhance cybersecurity measures for logistics hubs.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
369,lawsuit_legal_insurance,"A quaint winery in Napa Valley faces legal ramifications following a contamination incident that tainted a batch of premium wines on February 14. Wine enthusiasts are preparing lawsuits against the winery, seeking compensation for the loss of valuable vintages and damage to the region's esteemed reputation.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
370,later_report,"The coastal town of Oceanfront Haven provides a delayed update on the closure of a beachside promenade for revitalization efforts. The promenade, now reopened, boasts improved amenities and a refreshed aesthetic, inviting residents and visitors to enjoy the scenic seaside walkway.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
371,leisure_other_news,"In the tech-savvy city of Silicon Haven, a transportation app revolutionizes the daily commute by integrating real-time data on public transport, ride-shares, and bike rentals. This user-friendly platform aims to streamline urban mobility, making the city more connected than ever before.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
372,transportation_trends_projects,"The ancient city of Athens is embracing electric-powered donkey taxis to transport tourists through its historic sites, providing a unique blend of tradition and modernity.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
373,forced_labor,"Barcelona, Spain, becomes the focal point of a breaking news story as a leading electronics retailer faces allegations of forced labor in its production facilities. The scandal prompts consumers to rethink their purchasing decisions, demanding ethical practices in the electronics industry.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
374,individual_accidents_tragedies,"The close-knit community of Pineville was shocked by a fatal car crash that claimed the lives of high school friends, Aarav and Tanvi. The incident occurred on a rainy night, raising concerns about the impact of weather conditions on road safety.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
375,warehouse_fire,"An industrial accident in Seoul, South Korea, resulted in a storage tank rupture, releasing hazardous chemicals into the surrounding area. Evacuations are underway as authorities work to mitigate the impact on public health.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
376,war_conflict,"In a brazen act of defiance, insurgents in the fictional town of Cresthaven targeted a peacekeeping convoy, shattering hopes of a resolution to the years-long conflict. The attack underscores the complexities of navigating a peace process in a volatile region.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
377,later_report,"Residents of Sunset Hills receive a non-urgent report on the unexpected closure of a major intersection due to a burst water main. The intersection has been reopened, and the water supply issue resolved. Local authorities express gratitude for the community's patience during the disruption, emphasizing the importance of infrastructure maintenance.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
378,railway,"A cargo train transporting volatile chemicals derailed near the city of Cape Town, South Africa, causing a massive explosion and subsequent fire. Emergency services are struggling to contain the blaze, and nearby residents have been evacuated due to the potential health hazards.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
379,war_conflict,"Amidst escalating tensions, a fragile ceasefire in the city of Sylvestria has collapsed, reigniting hostilities. International peacekeeping forces are struggling to contain the violence, and fears are mounting that the conflict will spiral out of control.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
380,lawsuit_legal_insurance,"The lively music scene in Nashville is overshadowed by legal disputes as concertgoers file lawsuits against a renowned venue. The claims arise from an incident on December 3 when a stage collapse injured spectators during a popular music festival, with allegations of inadequate structural inspections and safety measures.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
381,lawsuit_legal_insurance,"A beachfront resort in Myrtle Beach faces legal challenges after a sewage system malfunction on December 22 led to contamination of the shoreline. Vacationers are preparing lawsuits against the resort, alleging negligence in maintenance and environmental stewardship, seeking compensation for ruined holidays and health concerns.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
382,strike,"Employees from the tech giant Digital Dynamics are staging a walkout, demanding better diversity and inclusion policies within the company. The Tech Inclusion Alliance has organized the protest, drawing attention to the need for equality in the workplace.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
383,transportation_trends_projects,"The coastal city of San Diego is investing in a network of electric trolleys to connect beach communities with the downtown area, offering residents a scenic and sustainable mode of transportation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
384,warehouse_fire,"A terrorist attack in New York City targeted a storage facility, resulting in a significant loss of goods and infrastructure. The city remains on high alert as authorities investigate the perpetrators behind this heinous act.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
385,war_conflict,"The city of Emberfall is under siege as rebel forces attempt to overthrow the government. With widespread power outages and communication disruptions, the full extent of the crisis is yet to be revealed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
386,warehouse_fire,"In the bustling metropolis of Tokyo, a series of mysterious package explosions occurred at a storage facility, causing panic among residents. Authorities are working to identify the source of the blasts and ensure public safety.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
387,lawsuit_legal_insurance,"The picturesque mountain town of Boulder is entangled in legal disputes as hikers file lawsuits against a trail management company. Claims arise from a rockslide on May 1 that injured hikers, with legal action alleging negligence in trail maintenance and safety measures.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
388,trade_war_embargos_bans,"Kuala Lumpur, Malaysia, and Singapore engage in high-level talks to address trade tensions that have escalated over the past month. Both nations seek a diplomatic solution to ensure stability in the Southeast Asian region.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
389,railway,"A high-speed train traveling from Paris to Lyon, France, experienced a sudden brake failure, leading to a rapid deceleration that caused injuries to passengers. The incident has prompted authorities to conduct a thorough inspection of the country's entire high-speed rail network.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
390,general_biz_trend,"Italy grapples with the economic fallout of the COVID-19 pandemic, as outlined in a recent economic forecast. High levels of public debt, coupled with slow recovery rates, paint a challenging picture for the country's economic prospects, requiring bold policy interventions to stimulate growth.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
391,general_biz_trend,"Germany, known for its strong industrial base, faces economic headwinds as a global supply chain crisis disrupts manufacturing. The study underscores the vulnerability of interconnected economies, with German businesses grappling with supply shortages, impacting both domestic and international trade.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0]
392,warehouse_fire,"A powerful typhoon in Manila, Philippines, caused severe flooding that inundated a storage facility. Emergency responders are conducting water rescues and assessing the damage to the city's infrastructure.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
393,trade_war_embargos_bans,"Warsaw, Poland, and Budapest, Hungary, collaborate on a regional strategy to navigate trade challenges within the European Union. The Central European nations aim to strengthen economic ties and foster regional stability.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
394,extreme_weather,"The city of Blazeburg experiences a series of gas explosions triggered by extreme heat, causing widespread panic and evacuations. Firefighters battle the blazes as authorities investigate the cause of the explosions.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
395,later_report,"Riverdale's tram service, temporarily halted due to a protest, is set to resume operations. City officials release a statement acknowledging the right to peaceful demonstrations while urging protesters to choose alternative platforms for their grievances. The tram service will gradually return to its regular schedule over the next few days.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
396,individual_accidents_tragedies,"The quiet village of Greenfield mourned the loss of a local artist, Emily Thompson, in a house fire. The flames, fueled by art supplies, engulfed her residence, leaving the community devastated by the untimely demise of a creative soul.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
397,trade_war_embargos_bans,"Berlin, Germany, issues a statement condemning proposed embargoes on automotive exports by a European trading partner. The German government advocates for open and fair trade practices to protect its automotive industry.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
398,aviation,A drone collision with a commercial plane approaching Hong Kong International Airport on March 4th reignited the debate over drone regulations and the potential dangers they pose to air travel.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
399,domestic_unrest_violence,"Nairobi, Kenya, experienced heightened tensions as citizens protested against alleged electoral irregularities. The demonstrations, unfolding against a backdrop of ethnic diversity, highlighted the delicate balance needed for political stability in the region.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
400,individual_accidents_tragedies,"In a tragic turn of events, a car accident claimed the lives of siblings Priya and Rahul Verma on a foggy morning in Amberville last Tuesday. The collision occurred at the intersection of Oak Street and Maple Avenue, leaving the local community in shock.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
401,aviation,"Sydney Airport faced a security breach on January 7th, resulting in the evacuation of a terminal. Authorities later confirmed it was a false alarm, but the incident raised questions about the adequacy of security measures.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
402,war_conflict,"A strategic dam in the fictional province of Rivertide was sabotaged, flooding nearby villages and displacing thousands. The act of environmental warfare adds a sinister dimension to the ongoing conflict, prompting calls for an investigation into war crimes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
403,lawsuit_legal_insurance,"Dallas homeowners are banding together for legal action against a real estate development company after a series of foundation failures led to structural damage in various neighborhoods. Lawsuits allege that the company cut corners in construction, jeopardizing the stability of homes and causing financial losses for residents.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0]
404,leisure_other_news,"Breaking news from TechHub City reveals a futuristic transport collaboration between a leading robotics firm and the city's transit authority. The partnership aims to introduce autonomous drones for last-mile deliveries, promising to revolutionize the way goods are transported within the metropolitan area.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
405,extreme_weather,"Flash floods hit the town of Riverbank following heavy rainfall that overwhelmed the riverbanks. Emergency services are conducting water rescues, and residents are being evacuated to higher ground to escape the rising waters.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
406,war_conflict,"The disputed city of Havenbrook is experiencing a wave of cyber-espionage, with both sides accusing each other of hacking sensitive government systems. The digital warfare adds a new layer of complexity to the ongoing conflict.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
407,railway,"A high-speed maglev train faced a technical malfunction near Shanghai, China, resulting in a rapid deceleration that caused injuries to passengers. The incident has prompted authorities to temporarily suspend maglev services while conducting a thorough investigation.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
408,individual_accidents_tragedies,"The close-knit community of Pineville was shocked by a fatal car crash that claimed the lives of high school sweethearts, Aryan and Mia. The incident occurred on a rainy night, raising concerns about the impact of weather conditions on road safety.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
409,warehouse_fire,"In the heart of London, chaos ensued as a massive explosion rocked a storage facility, sending shockwaves through the surrounding neighborhoods. Emergency services are on the scene, battling the blaze and evacuating residents. The cause of the explosion is still unknown.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
410,war_conflict,"In a tragic incident, a UN convoy en route to deliver humanitarian aid to the city of Solstice was ambushed, resulting in casualties among aid workers. The attack raises questions about the safety of humanitarian missions in conflict zones.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
411,warehouse_fire,"Ho Chi Minh City, Vietnam, experienced a major traffic disruption as a storage facility fire spread to nearby roads. Authorities are diverting traffic and urging citizens to avoid the affected areas.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
412,pandemics_large_scale_diseases,"Athens, a city steeped in ancient history, faces a modern challenge as a contagious virus disrupts its metro and bus services. The Acropolis and the Parthenon stand against a backdrop of deserted streets, marking a departure from the usual tourist-filled atmosphere.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
413,cybersecurity,"A cyber attack on a key logistics center in Toronto, Canada, disrupted the distribution of goods across the country. Canadian authorities are collaborating with international partners to investigate the incident and enhance cybersecurity measures for logistics hubs.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
414,transportation_trends_projects,"Barcelona is embracing the concept of ""green tunnels,"" elevated pathways covered in greenery, to encourage residents to walk or bike between neighborhoods, fostering a healthier and more sustainable lifestyle.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
415,warehouse_fire,"A cyber attack on a storage facility in Sydney, Australia, resulted in the loss of critical data and disrupted operations. Authorities are working to identify the perpetrators and strengthen cybersecurity measures.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
416,war_conflict,"In a brazen act of defiance, insurgents in the fictional town of Cresthaven targeted a peacekeeping convoy, shattering hopes of a resolution to the years-long conflict. The attack underscores the complexities of navigating a peace process in a volatile region.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
417,strike,"Miners in the fictional town of Oreburgh are staging a massive demonstration against hazardous working conditions. The workers, united under the banner of the United Miners Federation, are calling for stricter safety regulations and better protective measures.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
418,trade_war_embargos_bans,"Tokyo, Japan, and Seoul, South Korea, engage in high-level talks to defuse tensions over proposed bans on technology components. The East Asian nations strive to find common ground and preserve their economic ties.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
419,forced_labor,"Copenhagen, Denmark, is shaken by a forced labor scandal implicating a popular seafood restaurant chain. Investigations expose a network of exploitation in the restaurant's supply chain, leading to widespread calls for transparency in the food industry.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
420,aviation,A major baggage handling system failure at Hartsfield-Jackson Atlanta International Airport on August 12th resulted in the misplacement of thousands of pieces of luggage. Travelers faced frustration as airport staff worked diligently to rectify the situation.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
421,warehouse_fire,"Seoul was paralyzed by a massive blackout caused by a cyber attack on the city's power grid, disrupting operations at critical storage facilities. Emergency generators have been deployed as authorities work to restore electricity.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
422,individual_accidents_tragedies,"Tragedy struck the outskirts of Greenside when a hiker, Jason Foster, fell from a cliff during a solo trek. Despite the efforts of the rescue team, the challenging terrain made it difficult to reach the accident site promptly, resulting in a heartbreaking outcome.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
423,pandemics_large_scale_diseases,"Seattle, surrounded by the beauty of the Pacific Northwest, grapples with a sudden outbreak that forces authorities to suspend ferry services and close major highways. The iconic Space Needle stands against an empty backdrop, marking a departure from the city's usual connection with nature.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
424,railway,"The bustling city of Beijing, China, faced a major transportation crisis as a subway train experienced a sudden brake failure, causing a collision at a busy interchange. Passengers were evacuated, but the incident has raised concerns about the safety of the city's rapidly expanding subway network.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
425,domestic_unrest_violence,"BogotÃ¡, Colombia, faced a surge in violence as opposing political factions clashed over proposed reforms. The unrest highlighted the fragility of the country's political landscape and raised concerns about the potential for further escalation.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
426,war_conflict,"In a tragic incident, a UN convoy en route to deliver humanitarian aid to the city of Solstice was ambushed, resulting in casualties among aid workers. The attack raises questions about the safety of humanitarian missions in conflict zones.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
427,leisure_other_news,"Date: January 20, 2024 - The city of Energiopolis takes a step towards sustainable transportation with the introduction of solar-powered electric rickshaws. These eco-friendly vehicles offer a scenic and emission-free way for residents to navigate the city's bustling streets, showcasing the power of renewable energy.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
428,transportation_trends_projects,The city of Dublin is introducing a fleet of electric taxis to reduce carbon emissions and promote a cleaner transportation option for both residents and visitors.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]
429,warehouse_fire,"A series of explosions at a storage complex in Cairo, Egypt, rocked the city, causing widespread panic. Security forces are on high alert as they investigate the source and motive behind the attacks.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
430,cybersecurity,"Hackers infiltrated the control systems of a major transportation hub in Los Angeles, California, causing disruptions to roadways and public transportation. The incident raised concerns about the vulnerability of smart city infrastructure to malicious cyber activities.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
431,later_report,"In the bustling city of Metroplex, commuters are informed of the reopening of a major highway that was closed for essential repairs. The Department of Transportation expresses gratitude for the public's understanding during the inconvenience and highlights the long-term benefits of the completed maintenance, ensuring smoother traffic flow for the foreseeable future.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
432,leisure_other_news,"Date: April 15, 2023 - A culinary revolution is underway in Foodie Heights, where a fleet of gourmet food trucks is transforming the dining scene. Residents can now savor diverse cuisines on wheels, turning the streets into a movable feast and showcasing the intersection of gastronomy and mobility.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
433,aviation,"A cyber attack targeted Dubai International Airport on May 22nd, disrupting flight schedules and causing widespread confusion. Authorities worked to contain the breach and investigate the source of the attack, raising alarms about the vulnerability of critical airport systems.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
434,leisure_other_news,"In the heart of Urban Oasis, a rooftop garden cinema springs to life, offering a unique blend of leisure and sustainability. Moviegoers can enjoy cinematic gems surrounded by lush greenery, showcasing how urban spaces can be transformed into havens for relaxation and entertainment.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
435,cybersecurity,"A cyber attack targeted the control systems of a critical transportation hub in Sao Paulo, Brazil, disrupting the city's metro and bus services. Brazilian authorities are intensifying efforts to identify the perpetrators and bolster cybersecurity for public transportation.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
