,URI,TOPIC,TEXT,RELEVANCE_CLASS
7404,7502219703,weather_naturalevent,Wade and a half century of precedent on reproductive rights.,0
7405,7502210336,marine,"24-hour strike by Argentina's grain inspectors stops shipments, more stoppages planned this week - Splash247Grain inspectors in Argentina held a 24-hour strike on Monday to protest high taxes that are cutting into their wages",1
7406,7502210336,marine,"The job action by the Urgara union is affecting absolutely all the ports in Rosario, a hub for agricultural transportation",1
7407,7502210336,marine,"The Argentine Maritime, Port and Shipbuilding Federation, another union involved in the strike action, said in a statement that more stoppages will take place throughout the week",1
7408,7502210336,marine,Strikes have been called for Wednesday at the Buenos Aires and Dock Sud ports and Friday at the Rio Santiago shipyard.,1
7409,7502141726,weather_naturalevent,"Teacher who allegedly encouraged fights jailed on child endangerment allegationsNatally Garcia, 24, of Dallas was booked into jail Monday afternoon in connection with the fights, according to police and inmate records",0
7410,7502141726,weather_naturalevent,"The educator was arrested based on a warrant that listed four counts of child endangerment, police said",0
7411,7502141726,weather_naturalevent,"The Mesquite Independent School District said in a statement Friday that the teacher, unnamed at the time, allegedly outlined the rules of engagement and ordered a student to watch the door",0
7412,7502141726,weather_naturalevent,"The fighting in a class of 12- and 13-year-olds was exposed, in part, by parent Beatriz Martinez.",0
7413,7502134528,weather_naturalevent,Lawyers for former Fugees member Pras Michel present defense in conspiracy trialDefense lawyers for Pras Michel begin presenting their case in federal court,0
7414,7502134528,weather_naturalevent,"Michel's lead lawyer, David Kenner, delivered a 25-minute statement",0
7415,7502134528,weather_naturalevent,Kenner: Michel grew up in poverty before founding the Fugees with Lauryn Hill and Wyclef Jean,0
7416,7502134528,weather_naturalevent,Michel has been charged with making illegal campaign contributions and failure to register as an agent of China,0
7417,7502134528,weather_naturalevent,"He has pleaded not guilty to all charges and the most serious carries a maximum sentence of 20 years in prison.""The evidence will show that making campaign contributions is not illegal,"" Kenner said.",0
7418,7502104532,weather_naturalevent,Tweets that called out 'Beef' star David Choe for self-proclaimed 'rapey behavior' are removedDavid Choe's Beef tweets have been taken down from Twitter,0
7419,7502104532,weather_naturalevent,"The tweets included clips from a 2014 episode of his now-defunct podcast, DVDASA",0
7420,7502104532,weather_naturalevent,The clips included Choe telling a graphic story about a masseuse that has been criticized as describing rape and sexual assault,0
7421,7502104532,weather_naturalevent,"He later asserted that the story was a fabrication, saying it was ""an extension of my art"" The tweets were removed from Twitter on Sunday after they were labeled with a report from the copyright holder notice.",0
7422,7502092195,weather_naturalevent,"Severe Storms With Hail, Winds In Plains, South  Weather.comSevere thunderstorms are expected to flare up later this week in parts of the Plains, South and Mississippi Valley",1
7423,7502092195,weather_naturalevent,Large hail and perhaps a strong wind gust are the main concerns if any of these storms can punch through an inhibiting cap,1
7424,7502092195,weather_naturalevent,We are not anticipating a widespread outbreak of severe weather like we witnessed in late March and into the first half of April,1
7425,7502092195,weather_naturalevent,But the ingredients will be in place to generate at least some thunderstorms that could pack a punch,1
7426,7502092195,weather_naturalevent,The majority of thesestorms should flare up Wednesday evening and night.,1
7427,7502086356,weather_naturalevent,"'He did not deserve to get shot': Good Samaritan who helped Ralph Yarl found him bloody and motionlessRalph Paul Yarl, 16, had been trying to pick up his twin brothers from a friend's home",0
7428,7502086356,weather_naturalevent,"Yarl had gone to the wrong street and house, his family's attorneys say",0
7429,7502086356,weather_naturalevent,"Warrant issued for Andrew Lester, an 85-year-old white man, on charges of first-degree assault",0
7430,7502086356,weather_naturalevent,"The teen was shot in the head near an eye socket, his attorneys say, leaving him with a traumatic brain injury, they say.""He has not even begun to live his life yet",0
7431,7502086356,weather_naturalevent,"He did not deserve to get shot,"" neighbor James Lynch says.",0
7432,7502081230,marine,"Container shipping sees signs of a bottom (at least, for now)Shanghai Containerized Freight Index (SCFI) has just risen for the third week in a row after nine months of continuous declines",0
7433,7502081230,marine,The China-YOU,0
7434,7502081230,marine,"West Coast route, which comprises 20 of the index weighting, jumped 29 ww, to 1,668 per forty-foot equivalent unit",0
7435,7502081230,marine,"The SCFI, which specifically measures cargo flows from China, is now up 14 from the cycle low of 906.55 points in the week ending March 10",0
7436,7502081230,marine,The index suffered its steepest losses last September.,0
7437,7502160923,marine,"Argentine Grain Inspectors Launch 24-Hour Strike, Halting Shipping at Key PortsArgentina grains inspectors have launched a 24-hour strike that is halting shipments",1
7438,7502160923,marine,The Urgara grains inspectors' union said they are protesting rules,1
7439,7502160923,marine,The calls to lower taxes deducted from workers' wages come as the country battles annual inflation over 104,1
7440,7502160923,marine,"Argentina is the world's top exporter of soybean oil and meal, the third largest in corn, and a key supplier of wheat",1
7441,7502160923,marine,"and other key farm transport hub Rosario, the ports chamber CAPyM said on Monday.",1
7442,7502057664,weather_naturalevent,"Pizza delivery driver thwarts suspect running from police outside PhiladelphiaA pizza delivery man tripped a suspect who was running from officers, police say",0
7443,7502057664,weather_naturalevent,"The suspect, a 17-year-old boy, ran toward the red-shirted driver",0
7444,7502057664,weather_naturalevent,The delivery driver threw out a jab of a kick that tripped the runner and allowed officers to catch up,0
7445,7502057664,weather_naturalevent,"The pie remained rightside up and appeared to be unharmed, the police department said on its Facebook page",0
7446,7502057664,weather_naturalevent,But it also cautioned members of the public not to get involved in what can be dangerous situations.,0
7447,7502056537,weather_naturalevent,"Despite conservative attacks on DEI, few schools offer ethnic studies majorsA major in Latino studies is offered by just 89 of more than 2,600 four-year colleges and universities",0
7448,7502056537,weather_naturalevent,"Majority of those programs, most established after the Mexican American and Puerto Rican student movements of the 1960s and 1970s, are dramatically underfunded and understaffed",0
7449,7502056537,weather_naturalevent,Conservative fears over the study of white supremacy's role in the making of the YOU,0
7450,7502056537,weather_naturalevent,and its persistence in American institutions have led to campaigns to narrow ethnic studies instruction,0
7451,7502056537,weather_naturalevent,"But Latino and other racial and ethnic studies not only tell the stories of respective communities, but also are critical to society.",0
7452,7502039290,weather_naturalevent,"Sexual assault allegations against Armie Hammer presented to Los Angeles DAPolice have presented a sexual assault case involving actor Armie Hammer, a source says",0
7453,7502039290,weather_naturalevent,"The matter is currently under review, the District Attorney's Office says",0
7454,7502039290,weather_naturalevent,"A woman, who has identified herself only as Effie, has publicly accused Hammer of rape",0
7455,7502039290,weather_naturalevent,"Effie said she was 20 in 2016 when she began an affair with Hammer, who was married at the time, after connecting via Facebook",0
7456,7502039290,weather_naturalevent,The Social Network star had not been previously arrested or tried for any sex crimes,0
7457,7502039290,weather_naturalevent,Hammer has previously said he is the victim of outrageous allegations.,0
7458,7502008403,weather_naturalevent,"Oklahoma county leaders caught on audio talking about killing reporters, complaining they can no longer lynch Black peopleOklahoma Gov",0
7459,7502008403,weather_naturalevent,"Kevin Stitt called for McCurtain County Sheriff Kevin Clardy, county Commissioner Mark Jennings, sheriff's investigator Alicia Manning, and Jail Administrator Larry Hendrix to step down",0
7460,7502008403,weather_naturalevent,"Stitt, a Republican, said he has ordered the Oklahoma State Bureau of Investigation to initiate an investigation to determine whether any illegal conduct has occurred",0
7461,7502008403,weather_naturalevent,"Bruce Willingham, who works for his family-owned newspaper, has turned the full audio over to the FBI and the Oklahoma Attorney General's office.",0
7462,7501991351,weather_naturalevent,Polish PM re-affirms YOU.S,0
7463,7501991351,weather_naturalevent,relations amidst document leakPolish Prime Minister Mateusz Morawiecki says Poland can continue to trust YOU.S,0
7464,7501991351,weather_naturalevent,intelligence following a leak of classified documents,0
7465,7501991351,weather_naturalevent,The leaked documents indicated Ukraine's counteroffensive tactics may fall short of its goals,0
7466,7501991351,weather_naturalevent,MorawIcki stressed growing fatigue amongst both Polish and American populations as the war drags on,0
7467,7501991351,weather_naturalevent,"He emphasized Poland's commitment to taking in Ukrainian refugees, who he says contribute to GDP growth and do not create serious problems",0
7468,7501991351,weather_naturalevent,The Polish prime minister said a lack of commitment to Ukraine could cause instability for decades.,0
7469,7502001005,weather_generalnews,"3 missing sailors likely encountered 20-foot seas near Mexico: Coast Guard commanderKerry and Frank O'Brien, a married couple, initially decided to travel to Mexico to sail a 41-foot LaFitte sailboat named Ocean Bound to San Diego after the boat underwent repairs near Mazatln, Mexico",1
7470,7502001005,weather_generalnews,"The couple decided to hire William Gross, a mechanic by trade and sailor with more than 50 years of experience, to help navigate the boat",1
7471,7502001005,weather_generalnews,The Coast Guard believes the sailors left their slip (the equivalent of a parking spot for boats) on April 2.,1
7472,7501931614,weather_naturalevent,"Final suspect arrested in string of NYC gay bar robberies that left two deadJayqwan Hamilton, 35, is charged with murder, robbery, grand larceny, identity theft and conspiracy",0
7473,7501931614,weather_naturalevent,Hamilton's apprehension follows the arrest of two other men -- Robert Demaio and Jacob Barroso -- connected to the deaths earlier this month,0
7474,7501931614,weather_naturalevent,"John Umberger, 33, and Julio Ramirez, 25, were found dead after visiting gay bars in Manhattan's Hell's Kitchen neighborhood last year",0
7475,7501931614,weather_naturalevent,Both had left the bars with at least one unknown person before their bank accounts were drained of thousands of dollars.,0
7476,7501890263,weather_naturalevent,"Tax Day 2023: What to know ahead of the April 18 deadlineIf you made less than 73,000 last year, you can file for free at IRS.gov",0
7477,7501890263,weather_naturalevent,"If you fail to pay your taxes, you will owe a 0.5 monthly penalty on the unpaid amount",0
7478,7501890263,weather_naturalevent,"For the week ending April 7, the average federal tax refund amount was 2,878",0
7479,7501890263,weather_naturalevent,"That is down from 3,175 last year and the result of pandemic-era federal payment programs and credits that have ended",0
7480,7501890263,weather_naturalevent,The minimum thresholds for filing based on your age and filing status can be found here.,0
7481,7501890262,weather_naturalevent,"2 Chinese nationals charged with operating a secret police station in New York CityLu Jianwang, 61, of the Bronx, and Chen Jinping, 59, of Manhattan, are accused of setting up the first overseas police station in the YOU",0
7482,7501890262,weather_naturalevent,"The secret police station, which was located in an office building in Chinatown, was closed down in the fall of 2022 after those operating it became aware of the FBI investigation",0
7483,7501890262,weather_naturalevent,FBI agents raided the illegal police station last October and also seized cell phones belonging to Lu and Chen,0
7484,7501890262,weather_naturalevent,The agents found evidence that communications between the two men and with a Ministry of Public Security official had been deleted.,0
7485,7501899545,marine,ITF Secures 1M in Pay for Two Crews Abandoned by Same CompanyThe International Transport Workers' Federation (ITF) secured a combined 1 million in back pay and repatriation for two different crews abandoned by the same livestock ship operator,0
7486,7501899545,marine,"The Yangtze Harmony was arrested in Singapore in October 2022 for allegedly unpaid fuel bills, launching a standard court process for confiscating and auctioning off the ship",0
7487,7501899545,marine,"As the legal wrangling over the vessel's fate carried on, the owner ceased paying the crew",0
7488,7501899545,marine,The insurer moved slowly to step in and begin paying out the mandatory wage compensation guaranteed under the Maritime Labor Convention,0
7489,7501899545,marine,It eventually set aside this assertion and paid out the claim.,0
7490,7501877357,weather_naturalevent,DeSantis plans to axe Disney development deal that aimed to undermine state oversight moveFlorida Gov,0
7491,7501877357,weather_naturalevent,Ron DeSantis announced a series of proposals aimed at striking at Walt Disney World on Monday,0
7492,7501877357,weather_naturalevent,The governor is vowing to nullify an agreement that would allow the Orlando amusement park to circumvent a state-appointed board,0
7493,7501877357,weather_naturalevent,"He is also considering developing land next to the park, which the governor says could include building a state prison next to one of Florida's biggest tourism attractions",0
7494,7501877357,weather_naturalevent,"The announcement is a continuation of a feud that has animated much of the state's politics since March 2022, when former Disney CEO Bob Chapek issued a statement opposing a bill that aimed to ban the teaching of gender identity and sexual orientation in classrooms.",0
7495,7501756182,weather_naturalevent,Gun-toting January 6 defendant says 'instinct took over' when he charged police line with wooden palletChristopher Alberts was one of just a handful of rioters who were actually taken into custody,0
7496,7501756182,weather_naturalevent,"He faces a host of charges, including felony civil disorder and felony assaulting officers",0
7497,7501756182,weather_naturalevent,Prosecutors allege that AlberTS was prepared for battle on January 6,0
7498,7501756182,weather_naturalevent,"Closing arguments are expected early this week, with the trial expected to last into next week",0
7499,7501756182,weather_naturalevent,"on the stand Monday in Washington, D.C",0
7500,7501756182,weather_naturalevent,He was wearing a tactical vest with protective plates and carrying a fully loaded firearm with hollow-point ammunition when he charged at the police line.,0
7501,7447638181,strike,"Half a million workers to strike on UK's budget dayTeachers, junior doctors, civil servants and workers on the London Underground will join picket lines",1
7502,7447638181,strike,Tube subway trains will be all but shut because of a dispute over pensions and working conditions,1
7503,7447638181,strike,Some schools will be closed and hospitals will be disrupted as workers coordinate their industrial action,1
7504,7447638181,strike,The protests pile pressure on Mr Hunt to loosen the Treasury's purse strings as double-digit inflation erodes earnings and plunges households into a cost-of-living squeeze,1
7505,7447638181,strike,But Mr Hunt and Prime Minister Rishi Sunak have said that generous public sector pay deals would stoke inflation even further.,1
7506,7447579510,strike,"Half a million workers to strike on UK Chancellor's Budget DayTeachers, junior doctors, civil servants and workers on the London Underground will join picket lines",0
7507,7447579510,strike,Protests pile pressure on Hunt to loosen the Treasury's purse strings as double-digit inflation erodes earnings,0
7508,7447579510,strike,"Almost 50,000 junior doctors from the British Medical Association and HCSA unions will complete the final leg of a 72-hour walkout",0
7509,7447579510,strike,"More than half of the UK's parents could be affected by closed schools, according to the Office for National Statistics, with many reporting they will have to work fewer hours.",0
7510,7447553546,strike,London hit by first strike across whole Tube network in eight yearsAslef and RMT unions will strike for 24 hours in ongoing dispute over pensions and planned changes to staffing of the Underground network,0
7511,7447553546,strike,"Roads expected to be extremely congested in parts of the city, slowing buses",0
7512,7447553546,strike,TfL warned of possible disruption spilling into parts of Elizabeth Line and London Overground where stations are shared with Tube stops,0
7513,7447553546,strike,RMT general secretary Mick Lynch urged mayor Sadiq Khan to call off pensions review and halt a recruitment freeze that will eventually mean 600 fewer station staff.,0
7514,7447487231,strike,"Teachers' strike: Is your school closed today (March 15)? How to checkNational Education Union (NEU) have voted for industrial action in England and Wales, while teachers in Scotland also walked out on March 1",0
7515,7447487231,strike,"However, strike action in Wales has now been called off after a revised pay offer from the Welsh government",0
7516,7447487231,strike,"In England, the decision to close is left to individual Head Teachers",0
7517,7447487231,strike,"In Wales, head teachers consult with local authorities, and, in Scotland, they liaise with local councils before deciding whether schools can remain open",0
7518,7447487231,strike,Many schools will be closed across England during NEU strikes.,0
7519,7447447089,air,"Man accused of importing drug haul nabbed at airportA 42-year-old man is accused of importing cocaine and methamphetamine into Australia more than a decade ago, hidden inside a plane's fuselage",0
7520,7447447089,air,AFP officers arrested the Australian man at Sydney Airport on March 4 after he arrived on a flight from South-East Asia,0
7521,7447447089,air,He has been charged with two drug importation offences and will face Downing Centre Local Court on Wednesday,0
7522,7447447089,air,"An arrest warrant was issued for the man in 2013 during Operation Hayman, a joint investigation between the AFP, NSW Police, Australian Border Force and Hong Kong Customs and Excise.",0
7523,7447414340,protest_riot,Pakistan: riot police fire teargas on crowds trying to prevent arrest of Imran KhanImran Khan was ousted from office by a no confidence vote last year,0
7524,7447414340,protest_riot,He has been snarled in a series of legal cases as he campaigns for early elections and his return to office,0
7525,7447414340,protest_riot,It is the second time in recent weeks that police have been dispatched to serve an arrest warrant to the former prime minister,0
7526,7447414340,protest_riot,"Officers were met by at least 200 Khan supporters, some wielding sticks and hurling stones, draped in the red and green flags of Khan's Pakistan Tehreek-e-Insaf (PTI) party.",0
7527,7447286959,strike,"Mass walkouts on Budget Day as teachers, junior doctors and Tube drivers strikeMembers of several trade unions will take action, mounting hundreds of picket lines across the country",1
7528,7447286959,strike,"Those striking on Wednesday include teachers, university lecturers, civil servants, junior doctors, London Underground drivers and BBC journalists",1
7529,7447286959,strike,Public and Commercial Services union general secretary Mark Serwotka warned the action is just the start of strikes that could last until the end of the year,1
7530,7447286959,strike,He said: On Budget Day we are asking Chancellor Jeremy Hunt to give our hard-working members a fair pay rise,1
7531,7447286959,strike,"40,000 civil servants use food banks and 45,000 claim in-work benefits because they are so poor.",1
7532,7447269131,protest_riot,Peaceful protest is the fabric of Hong Kong societyLawful demonstrations are a feature of life that should return as Hong Kong opens up and seeks to rebuild its international image,0
7533,7447269131,protest_riot,"The right to protest was abused during civil unrest in 2019, when anti-government demonstrations turned violent",0
7534,7447269131,protest_riot,"The authorities are, understandably, concerned about any repeat of the violence of 2019",0
7535,7447269131,protest_riot,That would not be tolerated,0
7536,7447269131,protest_riot,"The government, however, has a duty to facilitate lawful demonstrations",0
7537,7447269131,protest_riot,"A march to support International Womens Day, planned for March 5, was one of the first to be authorised by police",0
7538,7447269131,protest_riot,But the organisers made the very difficult decision to cancel it.,0
7539,7447241793,protest_riot,Opinion  Putin and Netanyahu: Why Bad Things Happen to Bad LeadersVladimir Putin and Benjamin Netanyahu both see themselves as great strategic chess players,0
7540,7447241793,protest_riot,"Both completely misread the world in which they were operating, writes Peter Bergen",0
7541,7447241793,protest_riot,Putin thought he could capture Kyiv in a few days and use Russian expansion into Ukraine,0
7542,7447241793,protest_riot,"Netanyahu and his coalition thought they could pull off a quick judicial coup, Bergen says.""Russian roulette is not meant to be played alone, but alone they both are,"" says Bergen of Putin and Netanyahu's misreading of the world.",0
7543,7447169375,protest_riot,"Anti-overhaul protesters rally outside Gafni's home, are attacked with eggsScuffles broke out Tuesday at an anti-government rally in the ultra-Orthodox city of Bnei Brak",0
7544,7447169375,protest_riot,The small protest was held near the home of United Torah Judaism MK Moshe Gafni,0
7545,7447169375,protest_riot,It was part of ongoing demonstrations against the right-religious coalition's plans to radically overhaul the judicial system,0
7546,7447169375,protest_riot,"A suspect was arrested for macing an officer, who was treated at the scene",0
7547,7447169375,protest_riot,The protest appeared to be the first at the house of a lawmaker from United Torah Jews or Shas.,0
7548,7447142399,strike,Teachers can go on picket line even if their union is not part of strike actionNational Education Union (NEU) members will walk out as part of nationwide strike,0
7549,7447142399,strike,Teachers can support colleagues on the picket line even if they are not part of a union,0
7550,7447142399,strike,Schools have been asked to prioritise keeping classrooms open for pupils preparing to sit exams,0
7551,7447142399,strike,"Some schools have told parents that GCSE and A-level pupils in Years 11, 12 and 13 will have to miss lessons and study at home or in the library because their teachers are expected to take part in strikes",0
7552,7447142399,strike,Pupils whose subjects are not being taught must study from home.,0
7553,7447131749,protest_riot,Protest in Bnei Brak: Police use violence to disperse haredi counter-protestersProtest and counter-protest held in Bnei Brak on Tuesday evening turned ugly after one person allegedly sprayed pepper spray at a police officer,0
7554,7447131749,protest_riot,Police used force in an attempt to disperse haredi protesters from the scene,0
7555,7447131749,protest_riot,"Protesters flew LGBT flags and one person brandished a mock Tablets of Stone with a new version of the Ten Commandments, including, Thou shalt not oppress",0
7556,7447131749,protest_riot,"Police then began to push back the crowds of haredim, with footage showing use of force",0
7557,7447131749,protest_riot,One person was arrested.,0
7558,7447078129,strike,"Education Minister concedes working conditions, pay 'not good enough' as teachers prepare to strike  NewshubThe strike will see around 50,000 teachers walk off the job on Thursday",0
7559,7447078129,strike,"It comes as unions representing high school, primary and kindergarten teachers claim the Ministry of Education failed to address their concerns at the negotiation table",0
7560,7447078129,strike,Konini School deputy principal Kahli Oliveira told AM the issues teachers face have persisted since she began in education over 24 years ago,0
7561,7447078129,strike,"The PPTA, which represents high-school teachers, and the New Zealand Educational Institute are combining forces to call for a better employment offer from the Ministry.",0
7562,7447057144,material,Mineral wars: How businesses can prepare for the battery crisis?Batteries are one of the defining manufacturing developments of our time,0
7563,7447057144,material,Demand for lithium-ion batteries will rise to as much as 5.9 terawatt-hours a year leading to 2030,0
7564,7447057144,material,scarcity of raw materials and soaring prices for essential minerals such as lithium and cobalt have contributed to a supply crunch,0
7565,7447057144,material,"The best thing businesses can do is create a long-term plan for the entire product supply chain, says Alex Stapleton, Sales Director at custom battery pack and charger manufacturer, Alexander Battery Technologie.",0
7566,7447013730,protest_riot,Senegal opposition party launches protest over leader's trialThousands of supporters of Senegalese opposition leader Ousmane Sonko rally in Dakar,0
7567,7447013730,protest_riot,Tensions are rising ahead of the vote amid speculation President Macky Sall could bypass the constitution and seek a third term,0
7568,7447013730,protest_riot,"Sonko is expected in court Thursday after being sued by Tourism Minister Mame Mbaye Niang for defamation, insult and forgery",0
7569,7447013730,protest_riot,"He also faces separate charges of rape and making death threats, based on a complaint by an employee at a beauty salon where he was getting a massage.",0
7570,7446948608,protest_riot,"Thousands of Senegal opposition supporters gather for three-day protestAround 5,000 supporters of Senegalese opposition leader Ousmane Sonko gathered in Dakar",0
7571,7446948608,protest_riot,Sonko faces a libel case which is set to resume this week,0
7572,7446948608,protest_riot,Protests are the latest expression of growing tensions in Senegal in the run-up to a 2024 election,0
7573,7446948608,protest_riot,"President Macky Sall could vie for a controversial third term, which the opposition says is unconstitutional",0
7574,7446948608,protest_riot,"The poll would pit him against Sonko, who came third in the last election and has since gained clout.",0
7575,7446940035,strike,"Hospitals see busiest Monday of the year at AEs - despite doctors' strikeSome AEs saw their busiest start to the week so far this year as strikes got underway yesterday (March 14) 'Thousands of patients' will face postponements to routine care, including appointments and operations in both hospitals and GP surgeries",0
7576,7446940035,strike,"Some 64,000 junior doctors will be going on strike, making up half of the medical workforce",0
7577,7446940035,strike,"NHS national medical director, Professor Sir Stephen Powis, said: Emergency departments remained under severe pressure yesterday, and, while we are prioritising urgent and critical care, it is important to remember that GP surgeries and pharmacies are largely unaffected.",0
7578,7446916562,train,Ohio sues Norfolk Southern over East Palestine toxic train derailmentOhio is suing Norfolk Southern Railway over last month's toxic train derailment in East Palestine,1
7579,7446916562,train,"The 53-count complaint was filed in federal court on Tuesday, state Attorney General Dave Yost said",1
7580,7446916562,train,"About 50 cars of a freight train operated by Norfolk Southern derailed in a fiery crash on February 3, sending toxic chemicals into the air, soil and creeks",1
7581,7446916562,train,"Officials intentionally released and burned toxic vinyl chloride from five rail cars, sending a large ball of fire and a plume of black smoke high into the sky.",1
7582,7446855041,strike,"ACT leader David Seymour criticises Government's pay negotiation strategy as 50,000 teachers prepare to strike  NewshubA full mega strike of teachers will go ahead as planned on Thursday",0
7583,7446855041,strike,"About 30,000 primary school teachers and around 20,000 secondary school and kindergarten educators are striking",0
7584,7446855041,strike,"This will mean about 800,000 students from preschool to Year 13 will be impacted but some schools have applied for exemptions",0
7585,7446855041,strike,Seymour said teachers are fed up with spending their time filling out forms and just want to teach,0
7586,7446855041,strike,"'Look, all I wanted to do is teach kids, and all I actually do is fill out paperwork because of the Government,' he said.",0
7587,7446797485,train,Ohio AG to announce 'next steps toward accountability' in East Palestine toxic train derailmentOhio Attorney General Dave Yost will detail the next steps regarding the Norfolk Southern Railway incident during a virtual press conference on Tuesday,1
7588,7446797485,train,"About 50 cars of a freight train operated by Norfolk Southern derailed in a fiery crash on February 3, sending toxic chemicals into the air, soil and creeks in the area",1
7589,7446797485,train,The NTSB announced last week it would launch a special investigation of Norfolk Southern's safety and culture,1
7590,7446797485,train,The YOU.S,1
7591,7446797485,train,Environmental Protection Agency has ordered Norfolk Southern to pay for the cleanup of the train wreck and chemical release.,1
7592,7446770294,strike,Tube strike to cause widespread disruption in London on WednesdayAslef and RMT members to stop work for 24 hours on budget day,0
7593,7446770294,strike,Trains will continue to run as normal on the Elizabeth line and London Overground,0
7594,7446770294,strike,"Transport for London warned that those services, as well as buses, would be much busier and could have some disruption and delay",0
7595,7446770294,strike,The dispute is over pensions and planned changes to staffing of the underground network,0
7596,7446770294,strike,"TfL has said no cuts to pensions are planned, but it agreed to conduct a review as part of the emergency funding settlement with central government.",0
7597,7446767074,strike,Full list of school closures as teachers go on strike for two days from tomorrowNational Education Union (NEU) has refused to suspend the mass walkouts,0
7598,7446767074,strike,Education Secretary Gillian Keegan said the single best thing the union can do is sit down and talk - though as yet she has made no guarantee an 'agreeable' offer would be made,0
7599,7446767074,strike,It means pupils face major disruption on Tuesday and Wednesday with many schools forced to restrict access to certain year groups or fully close,0
7600,7446767074,strike,People are advised to check with their local authority for information on school closures in your area.,0
7601,7446680186,strike,'Indefinite' bus strike hangs in the balance as drivers set to vote on new offerBus drivers at National Express West Midlands were preparing to walk out,0
7602,7446680186,strike,Industrial action was expected to be 'continuous' until union Unite agreed on a deal with the travel firm,0
7603,7446680186,strike,But the strike has been suspended just days before the proposed walk-out,0
7604,7446680186,strike,"Union members are scheduled to vote on the new offer, with an update on the industrial action expected in the coming days",0
7605,7446680186,strike,"If they reject the offer, 'indefinite' industrial action will begin on Monday, March 20",0
7606,7446680186,strike,National Express covers 93 per cent of the bus network for the West Midlands.,0
7607,7446657693,strike,"TfL urges unions to call off London Tube strikeAbout 10,000 of members of Aslef and the RMT walk out on Wednesday",0
7608,7446657693,strike,TfL expects little or no service on the Tube all day on Wednesday and a delayed start on Thursday morning,0
7609,7446657693,strike,But RMT leader Mick Lynch hit back and demanded that Mayor Sadiq Khan halt what he called the managed decline of London Underground,0
7610,7446657693,strike,"The dispute has now entered its second year - there were six RMT-led strikes last year that began on March 1 and 3, with subsequent walkouts in June, August and most recently November 10.",0
7611,7446684633,strike,"Tube strike: TfL warns passengers of 'little or no service' as more than 10,000 workers walk outWorkers in Rail, Maritime and Transport Workers' and Aslef unions are set to walk out",0
7612,7446684633,strike,"Transport for London said the Overground, DLR, Elizabeth Line, trams and buses would be busier than normal",0
7613,7446684633,strike,Some services running on Wednesday may not stop at all stations or run to their normal destinations due to station closures,0
7614,7446684633,strike,"RMT urged Sadiq Khan to reverse the managed decline of the Underground before around 10,000 members of the union walk out tomorrow",0
7615,7446684633,strike,A spokesperson for the Mayor said: No one wants to see strikes and the disruption.,0
7616,7446584096,protest_riot,Journalists Protest Possible Criminalization Of Defamation In Republika SrpskaBosnian Serb journalists protest against amendments to the Criminal Code of Republika Srpska,0
7617,7446584096,protest_riot,The amendments would criminalize defamation in the media of the Serbian entity of Bosnia-Herzegovina,0
7618,7446584096,protest_riot,Media watchdogs and international organizations have appealed to the Bosnian Serbs to drop the amendments,0
7619,7446584096,protest_riot,"Protesting journalists stuck pieces of adhesive tape over their mouths and broke pencils ahead of the start of a parliamentary debate on draft amendments, introducing high penalties for defamation",0
7620,7446584096,protest_riot,The journalists present outside the parliament building were appealing to the lawmakers' conscience.,0
7621,7446574392,strike,Dutch Public Transport Strike Resumes Amid Stalled Pay Talks - UrduPointDutch public transport workers walked out on a 48-hour strike on Tuesday,0
7622,7446574392,strike,National trade union FNV said that that the collective bargaining process over fairer pay remained deadlocked,0
7623,7446574392,strike,"Thousands of bus drivers were expected to converge on Utrecht, south of the capital of Amsterdam, for a national demonstration",0
7624,7446574392,strike,"FNV will hand over a petition to the state infrastructure minister, Vivianne Heijnen, to call for wage increases matching a spike in the cost of living and energy bills as well as workload adjustments.",0
7625,7446506586,protest_riot,AIADMK stages demonstration in NamakkalAIADMK cadre staged a protest urging the State government to drop the case filed against former Chief Minister Edappadi K,0
7626,7446506586,protest_riot,Palaniswami,0
7627,7446506586,protest_riot,The Madurai police registered a case against the AIADMK interim general secretary on Saturday for assaulting an AMMK cadres in Madurai Airport,0
7628,7446506586,protest_riot,"On Tuesday, the AIad Tamil cadre led by former Minister P",0
7629,7446506586,protest_riot,Thangamani staged a demonstration on Park Road,0
7630,7446506586,protest_riot,They raised slogans against the DMK government and termed it a false case.,0
7631,7446504590,train,"Train strikes dates in Scotland as travellers set for Easter holiday chaosMembers of the Rail, Maritime and Transport union (RMT) will walk out on three dates across March and one in April",1
7632,7446504590,train,Service will also likely be impacted on nights before and mornings after each strike,1
7633,7446504590,train,"It comes as RMT refused to put the latest pay offer to members, with the long running issues creating more travel disruption across Scotland and the rest of the UK",1
7634,7446504590,train,Some of the upcoming four strike dates clashing with school Easter holiday days,1
7635,7446504590,train,"Schools across Scotland will end term on March 31, meaning families using train services for days out of trips away could see their journey impacted or even cancelled.",1
7636,7446458702,train,"In Another 'Pee-Gate' Incident, Drunk TTE Urinates On Sleeping Woman In Train, DetainedIncident took place on Sunday at midnight in the A1 coach of the Express",0
7637,7446458702,train,"The woman was travelling with her husband, both hailing from Amritsar",0
7638,7446458702,train,"After the woman raised alarm, passengers gathered around and got hold of the drunk TTE",0
7639,7446458702,train,"Munna Kumar, a resident of Bihar, was then handed over to the GRP when the train reached Lucknow's Charbagh railway station",0
